@relation 'credit-ucsd-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T 0.049394263 -N -1'

@attribute att32 {'\'(-inf--0.15365]\'','\'(-0.15365-0.0117]\'','\'(0.0117-0.88245]\'','\'(0.88245-inf)\''}
@attribute att17 {'\'(-inf--0.08895]\'','\'(-0.08895--0.06845]\'','\'(-0.06845-0.22815]\'','\'(0.22815-inf)\''}
@attribute att13 {'\'(-inf--0.2428]\'','\'(-0.2428-0.341]\'','\'(0.341-1.81075]\'','\'(1.81075-inf)\''}
@attribute att19 {'\'(-inf--0.06085]\'','\'(-0.06085-0.5396]\'','\'(0.5396-inf)\''}
@attribute att28 {'\'(-inf--0.115]\'','\'(-0.115-0.48325]\'','\'(0.48325-inf)\''}
@attribute att22 {'\'(-inf--0.25805]\'','\'(-0.25805--0.1013]\'','\'(-0.1013-inf)\''}
@attribute att20 {'\'(-inf--0.26455]\'','\'(-0.26455--0.10025]\'','\'(-0.10025-inf)\''}
@attribute att18 {'\'(-inf--0.26285]\'','\'(-0.26285--0.15375]\'','\'(-0.15375-inf)\''}
@attribute att21 {'\'(-inf--0.19135]\'','\'(-0.19135-inf)\''}
@attribute att29 {'\'(-inf--0.56685]\'','\'(-0.56685-0.0413]\'','\'(0.0413-1.11745]\'','\'(1.11745-inf)\''}
@attribute att35 {0,1}
@attribute att24 {'\'(-inf--1.1642]\'','\'(-1.1642--0.72305]\'','\'(-0.72305--0.6551]\'','\'(-0.6551-inf)\''}
@attribute att33 {'\'(-inf--0.54475]\'','\'(-0.54475-0.5493]\'','\'(0.5493-1.95105]\'','\'(1.95105-inf)\''}
@attribute att23 {'\'(-inf--0.7241]\'','\'(-0.7241-0.8279]\'','\'(0.8279-0.95445]\'','\'(0.95445-inf)\''}
@attribute class {0,1}

@data
'\'(0.88245-inf)\'','\'(0.22815-inf)\'','\'(1.81075-inf)\'','\'(-0.06085-0.5396]\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(1.11745-inf)\'',1,'\'(-1.1642--0.72305]\'','\'(-0.54475-0.5493]\'','\'(-0.7241-0.8279]\'',0
'\'(0.88245-inf)\'','\'(0.22815-inf)\'','\'(1.81075-inf)\'','\'(-0.06085-0.5396]\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(1.11745-inf)\'',1,'\'(-1.1642--0.72305]\'','\'(0.5493-1.95105]\'','\'(-0.7241-0.8279]\'',0
'\'(0.88245-inf)\'','\'(0.22815-inf)\'','\'(1.81075-inf)\'','\'(-0.06085-0.5396]\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(1.11745-inf)\'',1,'\'(-1.1642--0.72305]\'','\'(0.5493-1.95105]\'','\'(-0.7241-0.8279]\'',0
'\'(0.88245-inf)\'','\'(0.22815-inf)\'','\'(1.81075-inf)\'','\'(-0.06085-0.5396]\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(1.11745-inf)\'',1,'\'(-1.1642--0.72305]\'','\'(0.5493-1.95105]\'','\'(-0.7241-0.8279]\'',0
'\'(0.88245-inf)\'','\'(0.22815-inf)\'','\'(1.81075-inf)\'','\'(-0.06085-0.5396]\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(1.11745-inf)\'',1,'\'(-1.1642--0.72305]\'','\'(0.5493-1.95105]\'','\'(-0.7241-0.8279]\'',0
'\'(-inf--0.15365]\'','\'(-inf--0.08895]\'','\'(-inf--0.2428]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(-inf--0.56685]\'',0,'\'(-0.6551-inf)\'','\'(-inf--0.54475]\'','\'(-inf--0.7241]\'',0
'\'(-inf--0.15365]\'','\'(-inf--0.08895]\'','\'(-inf--0.2428]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(-inf--0.56685]\'',0,'\'(-0.6551-inf)\'','\'(-inf--0.54475]\'','\'(-inf--0.7241]\'',0
'\'(-inf--0.15365]\'','\'(-inf--0.08895]\'','\'(-inf--0.2428]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(-inf--0.56685]\'',0,'\'(-0.6551-inf)\'','\'(-0.54475-0.5493]\'','\'(-inf--0.7241]\'',0
'\'(-inf--0.15365]\'','\'(-inf--0.08895]\'','\'(-inf--0.2428]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(-inf--0.56685]\'',0,'\'(-0.6551-inf)\'','\'(-0.54475-0.5493]\'','\'(-inf--0.7241]\'',0
'\'(-inf--0.15365]\'','\'(-inf--0.08895]\'','\'(-inf--0.2428]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(-0.56685-0.0413]\'',0,'\'(-0.6551-inf)\'','\'(-0.54475-0.5493]\'','\'(0.8279-0.95445]\'',0
'\'(-inf--0.15365]\'','\'(-inf--0.08895]\'','\'(-inf--0.2428]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(-0.56685-0.0413]\'',0,'\'(-0.6551-inf)\'','\'(-0.54475-0.5493]\'','\'(0.8279-0.95445]\'',0
'\'(0.0117-0.88245]\'','\'(-inf--0.08895]\'','\'(-0.2428-0.341]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(1.11745-inf)\'',0,'\'(-1.1642--0.72305]\'','\'(-0.54475-0.5493]\'','\'(0.8279-0.95445]\'',0
'\'(0.0117-0.88245]\'','\'(-inf--0.08895]\'','\'(0.341-1.81075]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(0.0413-1.11745]\'',1,'\'(-1.1642--0.72305]\'','\'(-0.54475-0.5493]\'','\'(0.8279-0.95445]\'',0
'\'(0.0117-0.88245]\'','\'(-inf--0.08895]\'','\'(-0.2428-0.341]\'','\'(-inf--0.06085]\'','\'(-0.115-0.48325]\'','\'(-0.25805--0.1013]\'','\'(-0.26455--0.10025]\'','\'(-0.26285--0.15375]\'','\'(-inf--0.19135]\'','\'(0.0413-1.11745]\'',0,'\'(-0.6551-inf)\'','\'(0.5493-1.95105]\'','\'(0.95445-inf)\'',0
'\'(0.0117-0.88245]\'','\'(0.22815-inf)\'','\'(-0.2428-0.341]\'','\'(-0.06085-0.5396]\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(-0.56685-0.0413]\'',0,'\'(-inf--1.1642]\'','\'(0.5493-1.95105]\'','\'(0.95445-inf)\'',0
'\'(0.0117-0.88245]\'','\'(-0.06845-0.22815]\'','\'(0.341-1.81075]\'','\'(-0.06085-0.5396]\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(-0.56685-0.0413]\'',1,'\'(-1.1642--0.72305]\'','\'(-0.54475-0.5493]\'','\'(0.95445-inf)\'',0
'\'(0.88245-inf)\'','\'(0.22815-inf)\'','\'(0.341-1.81075]\'','\'(-0.06085-0.5396]\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(0.0413-1.11745]\'',1,'\'(-1.1642--0.72305]\'','\'(0.5493-1.95105]\'','\'(0.95445-inf)\'',0
'\'(0.0117-0.88245]\'','\'(-0.06845-0.22815]\'','\'(0.341-1.81075]\'','\'(-0.06085-0.5396]\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(0.0413-1.11745]\'',1,'\'(-1.1642--0.72305]\'','\'(-0.54475-0.5493]\'','\'(0.95445-inf)\'',0
'\'(0.0117-0.88245]\'','\'(0.22815-inf)\'','\'(0.341-1.81075]\'','\'(-0.06085-0.5396]\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(0.0413-1.11745]\'',1,'\'(-inf--1.1642]\'','\'(0.5493-1.95105]\'','\'(-0.7241-0.8279]\'',0
'\'(0.88245-inf)\'','\'(0.22815-inf)\'','\'(0.341-1.81075]\'','\'(0.5396-inf)\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(0.0413-1.11745]\'',1,'\'(-1.1642--0.72305]\'','\'(1.95105-inf)\'','\'(-0.7241-0.8279]\'',0
'\'(0.88245-inf)\'','\'(0.22815-inf)\'','\'(1.81075-inf)\'','\'(0.5396-inf)\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(1.11745-inf)\'',1,'\'(-1.1642--0.72305]\'','\'(1.95105-inf)\'','\'(-0.7241-0.8279]\'',0
'\'(0.88245-inf)\'','\'(-inf--0.08895]\'','\'(-0.2428-0.341]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(1.11745-inf)\'',0,'\'(-0.6551-inf)\'','\'(0.5493-1.95105]\'','\'(-inf--0.7241]\'',0
'\'(0.0117-0.88245]\'','\'(-inf--0.08895]\'','\'(-0.2428-0.341]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(-0.56685-0.0413]\'',0,'\'(-1.1642--0.72305]\'','\'(-inf--0.54475]\'','\'(-inf--0.7241]\'',0
'\'(0.88245-inf)\'','\'(-inf--0.08895]\'','\'(0.341-1.81075]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(1.11745-inf)\'',1,'\'(-inf--1.1642]\'','\'(1.95105-inf)\'','\'(-inf--0.7241]\'',0
'\'(0.88245-inf)\'','\'(0.22815-inf)\'','\'(1.81075-inf)\'','\'(0.5396-inf)\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(1.11745-inf)\'',1,'\'(-1.1642--0.72305]\'','\'(1.95105-inf)\'','\'(0.95445-inf)\'',0
'\'(0.88245-inf)\'','\'(0.22815-inf)\'','\'(1.81075-inf)\'','\'(0.5396-inf)\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(1.11745-inf)\'',1,'\'(-1.1642--0.72305]\'','\'(0.5493-1.95105]\'','\'(0.95445-inf)\'',0
'\'(0.88245-inf)\'','\'(0.22815-inf)\'','\'(1.81075-inf)\'','\'(0.5396-inf)\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(1.11745-inf)\'',1,'\'(-1.1642--0.72305]\'','\'(1.95105-inf)\'','\'(0.95445-inf)\'',0
'\'(0.88245-inf)\'','\'(0.22815-inf)\'','\'(1.81075-inf)\'','\'(0.5396-inf)\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(1.11745-inf)\'',1,'\'(-1.1642--0.72305]\'','\'(1.95105-inf)\'','\'(0.95445-inf)\'',0
'\'(0.88245-inf)\'','\'(0.22815-inf)\'','\'(1.81075-inf)\'','\'(-0.06085-0.5396]\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(0.0413-1.11745]\'',1,'\'(-1.1642--0.72305]\'','\'(-0.54475-0.5493]\'','\'(0.95445-inf)\'',0
'\'(0.0117-0.88245]\'','\'(0.22815-inf)\'','\'(1.81075-inf)\'','\'(-0.06085-0.5396]\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(1.11745-inf)\'',1,'\'(-1.1642--0.72305]\'','\'(-inf--0.54475]\'','\'(0.95445-inf)\'',0
'\'(0.88245-inf)\'','\'(0.22815-inf)\'','\'(1.81075-inf)\'','\'(0.5396-inf)\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(1.11745-inf)\'',1,'\'(-1.1642--0.72305]\'','\'(-0.54475-0.5493]\'','\'(0.95445-inf)\'',0
'\'(-inf--0.15365]\'','\'(-0.08895--0.06845]\'','\'(-inf--0.2428]\'','\'(-inf--0.06085]\'','\'(-0.115-0.48325]\'','\'(-0.1013-inf)\'','\'(-0.26455--0.10025]\'','\'(-0.26285--0.15375]\'','\'(-inf--0.19135]\'','\'(-inf--0.56685]\'',0,'\'(-1.1642--0.72305]\'','\'(-inf--0.54475]\'','\'(-0.7241-0.8279]\'',0
'\'(0.0117-0.88245]\'','\'(-0.06845-0.22815]\'','\'(1.81075-inf)\'','\'(-0.06085-0.5396]\'','\'(-0.115-0.48325]\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(0.0413-1.11745]\'',1,'\'(-inf--1.1642]\'','\'(-0.54475-0.5493]\'','\'(-0.7241-0.8279]\'',0
'\'(0.0117-0.88245]\'','\'(-0.06845-0.22815]\'','\'(1.81075-inf)\'','\'(-0.06085-0.5396]\'','\'(-0.115-0.48325]\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(0.0413-1.11745]\'',1,'\'(-inf--1.1642]\'','\'(-0.54475-0.5493]\'','\'(-0.7241-0.8279]\'',0
'\'(0.0117-0.88245]\'','\'(-inf--0.08895]\'','\'(-0.2428-0.341]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(0.0413-1.11745]\'',0,'\'(-inf--1.1642]\'','\'(-0.54475-0.5493]\'','\'(-inf--0.7241]\'',0
'\'(0.0117-0.88245]\'','\'(-0.06845-0.22815]\'','\'(0.341-1.81075]\'','\'(-0.06085-0.5396]\'','\'(0.48325-inf)\'','\'(-0.25805--0.1013]\'','\'(-0.26455--0.10025]\'','\'(-0.26285--0.15375]\'','\'(-0.19135-inf)\'','\'(0.0413-1.11745]\'',1,'\'(-inf--1.1642]\'','\'(-inf--0.54475]\'','\'(0.95445-inf)\'',0
'\'(0.0117-0.88245]\'','\'(-0.06845-0.22815]\'','\'(0.341-1.81075]\'','\'(-0.06085-0.5396]\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.26455--0.10025]\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(0.0413-1.11745]\'',0,'\'(-inf--1.1642]\'','\'(-inf--0.54475]\'','\'(0.95445-inf)\'',0
'\'(-0.15365-0.0117]\'','\'(-0.08895--0.06845]\'','\'(-0.2428-0.341]\'','\'(-0.06085-0.5396]\'','\'(-inf--0.115]\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(0.0413-1.11745]\'',0,'\'(-0.6551-inf)\'','\'(-inf--0.54475]\'','\'(0.8279-0.95445]\'',0
'\'(-0.15365-0.0117]\'','\'(-inf--0.08895]\'','\'(-0.2428-0.341]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(0.0413-1.11745]\'',0,'\'(-1.1642--0.72305]\'','\'(-0.54475-0.5493]\'','\'(-inf--0.7241]\'',0
'\'(0.88245-inf)\'','\'(0.22815-inf)\'','\'(-0.2428-0.341]\'','\'(0.5396-inf)\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(1.11745-inf)\'',0,'\'(-1.1642--0.72305]\'','\'(0.5493-1.95105]\'','\'(-0.7241-0.8279]\'',0
'\'(0.88245-inf)\'','\'(0.22815-inf)\'','\'(-0.2428-0.341]\'','\'(0.5396-inf)\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(1.11745-inf)\'',0,'\'(-1.1642--0.72305]\'','\'(0.5493-1.95105]\'','\'(0.95445-inf)\'',0
'\'(0.88245-inf)\'','\'(0.22815-inf)\'','\'(-inf--0.2428]\'','\'(-0.06085-0.5396]\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(0.0413-1.11745]\'',0,'\'(-1.1642--0.72305]\'','\'(-0.54475-0.5493]\'','\'(-0.7241-0.8279]\'',0
'\'(-0.15365-0.0117]\'','\'(-inf--0.08895]\'','\'(-inf--0.2428]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(0.0413-1.11745]\'',0,'\'(-1.1642--0.72305]\'','\'(-0.54475-0.5493]\'','\'(-inf--0.7241]\'',0
'\'(0.0117-0.88245]\'','\'(-0.08895--0.06845]\'','\'(-0.2428-0.341]\'','\'(-0.06085-0.5396]\'','\'(-inf--0.115]\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(0.0413-1.11745]\'',0,'\'(-1.1642--0.72305]\'','\'(-inf--0.54475]\'','\'(0.8279-0.95445]\'',0
'\'(0.88245-inf)\'','\'(-0.08895--0.06845]\'','\'(-0.2428-0.341]\'','\'(-0.06085-0.5396]\'','\'(-inf--0.115]\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(0.0413-1.11745]\'',0,'\'(-1.1642--0.72305]\'','\'(0.5493-1.95105]\'','\'(0.8279-0.95445]\'',0
'\'(0.88245-inf)\'','\'(-inf--0.08895]\'','\'(-0.2428-0.341]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(1.11745-inf)\'',0,'\'(-1.1642--0.72305]\'','\'(1.95105-inf)\'','\'(-inf--0.7241]\'',0
'\'(-inf--0.15365]\'','\'(-inf--0.08895]\'','\'(-inf--0.2428]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(-0.56685-0.0413]\'',0,'\'(-0.6551-inf)\'','\'(-inf--0.54475]\'','\'(-inf--0.7241]\'',0
'\'(-inf--0.15365]\'','\'(-inf--0.08895]\'','\'(-inf--0.2428]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(-0.56685-0.0413]\'',0,'\'(-0.6551-inf)\'','\'(-0.54475-0.5493]\'','\'(-inf--0.7241]\'',0
'\'(-inf--0.15365]\'','\'(-inf--0.08895]\'','\'(-inf--0.2428]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(-inf--0.56685]\'',0,'\'(-0.6551-inf)\'','\'(-inf--0.54475]\'','\'(-inf--0.7241]\'',0
'\'(0.88245-inf)\'','\'(-inf--0.08895]\'','\'(0.341-1.81075]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(1.11745-inf)\'',0,'\'(-0.6551-inf)\'','\'(1.95105-inf)\'','\'(-inf--0.7241]\'',0
'\'(-inf--0.15365]\'','\'(-0.08895--0.06845]\'','\'(-0.2428-0.341]\'','\'(-inf--0.06085]\'','\'(-0.115-0.48325]\'','\'(-0.25805--0.1013]\'','\'(-0.26455--0.10025]\'','\'(-0.26285--0.15375]\'','\'(-inf--0.19135]\'','\'(-0.56685-0.0413]\'',0,'\'(-0.6551-inf)\'','\'(-inf--0.54475]\'','\'(-0.7241-0.8279]\'',0
'\'(-inf--0.15365]\'','\'(-0.08895--0.06845]\'','\'(-0.2428-0.341]\'','\'(-0.06085-0.5396]\'','\'(-0.115-0.48325]\'','\'(-0.25805--0.1013]\'','\'(-0.26455--0.10025]\'','\'(-0.26285--0.15375]\'','\'(-0.19135-inf)\'','\'(-0.56685-0.0413]\'',0,'\'(-0.6551-inf)\'','\'(-inf--0.54475]\'','\'(-0.7241-0.8279]\'',0
'\'(-0.15365-0.0117]\'','\'(-0.08895--0.06845]\'','\'(-0.2428-0.341]\'','\'(-0.06085-0.5396]\'','\'(-0.115-0.48325]\'','\'(-0.25805--0.1013]\'','\'(-0.26455--0.10025]\'','\'(-0.26285--0.15375]\'','\'(-0.19135-inf)\'','\'(-0.56685-0.0413]\'',0,'\'(-0.6551-inf)\'','\'(-inf--0.54475]\'','\'(-0.7241-0.8279]\'',0
'\'(-inf--0.15365]\'','\'(-0.08895--0.06845]\'','\'(-0.2428-0.341]\'','\'(-0.06085-0.5396]\'','\'(-0.115-0.48325]\'','\'(-0.1013-inf)\'','\'(-0.26455--0.10025]\'','\'(-0.26285--0.15375]\'','\'(-0.19135-inf)\'','\'(-0.56685-0.0413]\'',0,'\'(-0.6551-inf)\'','\'(-inf--0.54475]\'','\'(-0.7241-0.8279]\'',0
'\'(0.88245-inf)\'','\'(-0.06845-0.22815]\'','\'(1.81075-inf)\'','\'(-0.06085-0.5396]\'','\'(-0.115-0.48325]\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(0.0413-1.11745]\'',1,'\'(-0.6551-inf)\'','\'(1.95105-inf)\'','\'(-0.7241-0.8279]\'',0
'\'(0.0117-0.88245]\'','\'(-inf--0.08895]\'','\'(-inf--0.2428]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(-0.56685-0.0413]\'',0,'\'(-inf--1.1642]\'','\'(1.95105-inf)\'','\'(-inf--0.7241]\'',0
'\'(0.0117-0.88245]\'','\'(-0.06845-0.22815]\'','\'(-inf--0.2428]\'','\'(-0.06085-0.5396]\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(0.0413-1.11745]\'',0,'\'(-inf--1.1642]\'','\'(-inf--0.54475]\'','\'(0.95445-inf)\'',0
'\'(0.0117-0.88245]\'','\'(-0.06845-0.22815]\'','\'(-inf--0.2428]\'','\'(-0.06085-0.5396]\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(0.0413-1.11745]\'',0,'\'(-inf--1.1642]\'','\'(-inf--0.54475]\'','\'(0.95445-inf)\'',0
'\'(0.0117-0.88245]\'','\'(0.22815-inf)\'','\'(-inf--0.2428]\'','\'(-0.06085-0.5396]\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(-0.56685-0.0413]\'',0,'\'(-inf--1.1642]\'','\'(-inf--0.54475]\'','\'(0.95445-inf)\'',0
'\'(0.88245-inf)\'','\'(0.22815-inf)\'','\'(-0.2428-0.341]\'','\'(-0.06085-0.5396]\'','\'(0.48325-inf)\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(0.0413-1.11745]\'',0,'\'(-inf--1.1642]\'','\'(0.5493-1.95105]\'','\'(0.95445-inf)\'',0
'\'(0.0117-0.88245]\'','\'(-0.06845-0.22815]\'','\'(-inf--0.2428]\'','\'(-0.06085-0.5396]\'','\'(-0.115-0.48325]\'','\'(-0.1013-inf)\'','\'(-0.10025-inf)\'','\'(-0.15375-inf)\'','\'(-0.19135-inf)\'','\'(-0.56685-0.0413]\'',0,'\'(-inf--1.1642]\'','\'(-inf--0.54475]\'','\'(0.8279-0.95445]\'',0
'\'(-0.15365-0.0117]\'','\'(-inf--0.08895]\'','\'(-0.2428-0.341]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(-0.56685-0.0413]\'',0,'\'(-inf--1.1642]\'','\'(-inf--0.54475]\'','\'(-inf--0.7241]\'',0
'\'(0.88245-inf)\'','\'(-inf--0.08895]\'','\'(-0.2428-0.341]\'','\'(-inf--0.06085]\'','\'(-inf--0.115]\'','\'(-inf--0.25805]\'','\'(-inf--0.26455]\'','\'(-inf--0.26285]\'','\'(-inf--0.19135]\'','\'(1.11745-inf)\'',0,'\'(-inf--1.1642]\'','\'(1.95105-inf)\'','\'(-inf--0.7241]\'',0
